algorithm,problem_id,run,generation,evaluation_start,evaluation_end,evaluations_this_generation,best_value,error,target_reached,operator_probabilities,operator_counts,metadata
bipop-cma-es,1,0,64,1071,1088,17,155.9792170026276,155.9792170026276,0,"{""cma_operator"":{""covariance"":0.4716458439048624,""isotropic"":0.5283541560951377},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":8}","{""population_reduction_progress"":0.002142,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.8281490243454}"
bipop-cma-es,1,0,65,1088,1105,17,155.9792170026276,155.9792170026276,0,"{""cma_operator"":{""covariance"":0.4572794747552613,""isotropic"":0.5427205252447388},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":9}","{""population_reduction_progress"":0.002176,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.725953999639147}"
bipop-cma-es,1,0,66,1105,1122,17,155.9792170026276,155.9792170026276,0,"{""cma_operator"":{""covariance"":0.4469662156644232,""isotropic"":0.5530337843355768},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":10}","{""population_reduction_progress"":0.00221,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.5750375612162704}"
bipop-cma-es,1,0,67,1122,1139,17,155.9792170026276,155.9792170026276,0,"{""cma_operator"":{""covariance"":0.4393851512078305,""isotropic"":0.5606148487921695},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":5,""cma_isotropic"":12}","{""population_reduction_progress"":0.002244,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.4507463661673987}"
bipop-cma-es,1,0,68,1139,1156,17,155.9792170026276,155.9792170026276,0,"{""cma_operator"":{""covariance"":0.4296073695589715,""isotropic"":0.5703926304410286},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":5,""cma_isotropic"":12}","{""population_reduction_progress"":0.002278,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.349264648131553}"
bipop-cma-es,1,0,69,1156,1173,17,155.9792170026276,155.9792170026276,0,"{""cma_operator"":{""covariance"":0.4217845861692345,""isotropic"":0.5782154138307656},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":5,""cma_isotropic"":12}","{""population_reduction_progress"":0.002312,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.3096935691485845}"
bipop-cma-es,1,0,70,1173,1190,17,155.9792170026276,155.9792170026276,0,"{""cma_operator"":{""covariance"":0.42308836379275894,""isotropic"":0.5769116362072412},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":10,""cma_isotropic"":7}","{""population_reduction_progress"":0.002346,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.2149884869490877}"
bipop-cma-es,1,0,71,1190,1207,17,135.38050722660273,135.38050722660273,0,"{""cma_operator"":{""covariance"":0.4171703135506033,""isotropic"":0.5828296864493967},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":11}","{""population_reduction_progress"":0.00238,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.1537828986489043}"
bipop-cma-es,1,0,72,1207,1224,17,123.35124720841077,123.35124720841077,0,"{""cma_operator"":{""covariance"":0.4406457859972616,""isotropic"":0.5593542140027383},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":4,""cma_isotropic"":13}","{""population_reduction_progress"":0.002414,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.1002891246792506}"
bipop-cma-es,1,0,73,1224,1241,17,123.35124720841077,123.35124720841077,0,"{""cma_operator"":{""covariance"":0.46048990637097914,""isotropic"":0.5395100936290208},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":14,""cma_isotropic"":3}","{""population_reduction_progress"":0.002448,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":2.04834126808051}"
bipop-cma-es,1,0,74,1241,1258,17,107.39609018784267,107.39609018784267,0,"{""cma_operator"":{""covariance"":0.4470447232331119,""isotropic"":0.5529552767668882},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":10,""cma_isotropic"":7}","{""population_reduction_progress"":0.002482,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.9665993192010687}"
bipop-cma-es,1,0,75,1258,1275,17,103.7732625007078,103.7732625007078,0,"{""cma_operator"":{""covariance"":0.4612025690052535,""isotropic"":0.5387974309947466},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":11}","{""population_reduction_progress"":0.002516,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.8971636065468973}"
bipop-cma-es,1,0,76,1275,1292,17,101.19164459184537,101.19164459184537,0,"{""cma_operator"":{""covariance"":0.4697265635137489,""isotropic"":0.530273436486251},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":10}","{""population_reduction_progress"":0.00255,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.8149214654296897}"
bipop-cma-es,1,0,77,1292,1309,17,83.4276224193161,83.4276224193161,0,"{""cma_operator"":{""covariance"":0.479844607081069,""isotropic"":0.520155392918931},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":9}","{""population_reduction_progress"":0.002584,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.7451365699326677}"
bipop-cma-es,1,0,78,1309,1326,17,83.4276224193161,83.4276224193161,0,"{""cma_operator"":{""covariance"":0.48673884421477354,""isotropic"":0.5132611557852265},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":9}","{""population_reduction_progress"":0.002618,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.6807841110464772}"
bipop-cma-es,1,0,79,1326,1343,17,78.95573388345133,78.95573388345133,0,"{""cma_operator"":{""covariance"":0.46549760838847964,""isotropic"":0.5345023916115204},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":8}","{""population_reduction_progress"":0.002652,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.6416053971069384}"
bipop-cma-es,1,0,80,1343,1360,17,70.85158518927506,70.85158518927506,0,"{""cma_operator"":{""covariance"":0.4747581686340803,""isotropic"":0.5252418313659196},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":8}","{""population_reduction_progress"":0.002686,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.5939805302152141}"
bipop-cma-es,1,0,81,1360,1377,17,67.67457291953144,67.67457291953144,0,"{""cma_operator"":{""covariance"":0.48186170842762577,""isotropic"":0.5181382915723742},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":3,""cma_isotropic"":14}","{""population_reduction_progress"":0.00272,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.5628833861519176}"
bipop-cma-es,1,0,82,1377,1394,17,57.868621114783764,57.868621114783764,0,"{""cma_operator"":{""covariance"":0.4886956875445509,""isotropic"":0.5113043124554492},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":9}","{""population_reduction_progress"":0.002754,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.532382135849142}"
bipop-cma-es,1,0,83,1394,1411,17,49.59134905261044,49.59134905261044,0,"{""cma_operator"":{""covariance"":0.4936245396687228,""isotropic"":0.5063754603312772},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":10}","{""population_reduction_progress"":0.002788,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.493432096005875}"
bipop-cma-es,1,0,84,1411,1428,17,46.364315886626855,46.364315886626855,0,"{""cma_operator"":{""covariance"":0.5010209238060082,""isotropic"":0.49897907619399184},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":10,""cma_isotropic"":7}","{""population_reduction_progress"":0.002822,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.4526625407902478}"
bipop-cma-es,1,0,85,1428,1445,17,44.999993083759136,44.999993083759136,0,"{""cma_operator"":{""covariance"":0.5077969821992155,""isotropic"":0.49220301780078435},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":8}","{""population_reduction_progress"":0.002856,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.404957005817644}"
bipop-cma-es,1,0,86,1445,1462,17,38.407280132523965,38.407280132523965,0,"{""cma_operator"":{""covariance"":0.4999122079716224,""isotropic"":0.5000877920283776},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":8}","{""population_reduction_progress"":0.00289,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.3805380451777232}"
bipop-cma-es,1,0,87,1462,1479,17,38.407280132523965,38.407280132523965,0,"{""cma_operator"":{""covariance"":0.505065651372271,""isotropic"":0.494934348627729},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":8}","{""population_reduction_progress"":0.002924,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.3673855967003754}"
bipop-cma-es,1,0,88,1479,1496,17,38.407280132523965,38.407280132523965,0,"{""cma_operator"":{""covariance"":0.4809117952098977,""isotropic"":0.5190882047901023},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":11,""cma_isotropic"":6}","{""population_reduction_progress"":0.002958,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.347311959701904}"
bipop-cma-es,1,0,89,1496,1513,17,38.407280132523965,38.407280132523965,0,"{""cma_operator"":{""covariance"":0.4625412603185486,""isotropic"":0.5374587396814515},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":9}","{""population_reduction_progress"":0.002992,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.3416277960763028}"
bipop-cma-es,1,0,90,1513,1530,17,38.407280132523965,38.407280132523965,0,"{""cma_operator"":{""covariance"":0.4504011550080151,""isotropic"":0.549598844991985},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":7,""cma_isotropic"":10}","{""population_reduction_progress"":0.003026,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.3070760814411488}"
bipop-cma-es,1,0,91,1530,1547,17,38.407280132523965,38.407280132523965,0,"{""cma_operator"":{""covariance"":0.4401816023686021,""isotropic"":0.559818397631398},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":9}","{""population_reduction_progress"":0.00306,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.275870612787838}"
bipop-cma-es,1,0,92,1547,1564,17,38.407280132523965,38.407280132523965,0,"{""cma_operator"":{""covariance"":0.43316402152146755,""isotropic"":0.5668359784785324},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":6,""cma_isotropic"":11}","{""population_reduction_progress"":0.003094,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.2254464098940596}"
bipop-cma-es,1,0,93,1564,1581,17,24.389721160029467,24.389721160029467,0,"{""cma_operator"":{""covariance"":0.42528930755555217,""isotropic"":0.574710692444448},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":9}","{""population_reduction_progress"":0.003128,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.1529674563785053}"
bipop-cma-es,1,0,94,1581,1598,17,24.389721160029467,24.389721160029467,0,"{""cma_operator"":{""covariance"":0.43854622561157075,""isotropic"":0.5614537743884292},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":9}","{""population_reduction_progress"":0.003162,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.1057397493721906}"
bipop-cma-es,1,0,95,1598,1615,17,13.798278240682066,13.798278240682066,0,"{""cma_operator"":{""covariance"":0.4339788557813479,""isotropic"":0.5660211442186521},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":9,""cma_isotropic"":8}","{""population_reduction_progress"":0.003196,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.065715917602846}"
bipop-cma-es,1,0,96,1615,1632,17,13.798278240682066,13.798278240682066,0,"{""cma_operator"":{""covariance"":0.45336738999993814,""isotropic"":0.5466326100000619},""restart_regime"":{""large_population"":0.5,""small_population"":0.5}}","{""cma_covariance"":8,""cma_isotropic"":9}","{""population_reduction_progress"":0.00323,""population_size"":17,""population_size_min"":6,""population_size_start"":17,""restart_index"":0,""restart_regime"":1,""sigma"":1.0490350693741215}"
